Year,Month,Day,Hour,Load
2005,1,1,1,125.8
2005,1,1,2,121.8
2005,1,1,3,117.0
2005,1,1,4,114.4
2005,1,1,5,113.6
2005,1,1,6,116.1
2005,1,1,7,121.0
2005,1,1,8,127.8
2005,1,1,9,135.0
2005,1,1,10,134.4
2005,1,1,11,128.7
2005,1,1,12,121.9
2005,1,1,13,113.0
2005,1,1,14,106.4
2005,1,1,15,101.1
2005,1,1,16,97.6
2005,1,1,17,98.8
2005,1,1,18,114.4
2005,1,1,19,122.4
2005,1,1,20,121.7
2005,1,1,21,121.2
2005,1,1,22,119.2
2005,1,1,23,114.5
2005,1,2,0,107.9
2005,1,2,1,102.2
2005,1,2,2,99.6
2005,1,2,3,99.2
2005,1,2,4,101.2
2005,1,2,5,103.9
2005,1,2,6,109.0
2005,1,2,7,116.9
2005,1,2,8,129.0
2005,1,2,9,142.2
2005,1,2,10,137.1
2005,1,2,11,121.8
2005,1,2,12,107.3
2005,1,2,13,101.2
2005,1,2,14,97.2
2005,1,2,15,94.9
2005,1,2,16,93.3
2005,1,2,17,95.5
2005,1,2,18,112.4
2005,1,2,19,121.5
2005,1,2,20,122.5
2005,1,2,21,121.9
2005,1,2,22,118.6
2005,1,2,23,111.4
2005,1,3,0,102.2
2005,1,3,1,96.7
2005,1,3,2,94.8
2005,1,3,3,95.0
2005,1,3,4,97.8
2005,1,3,5,103.0
2005,1,3,6,114.3
2005,1,3,7,130.4
2005,1,3,8,136.4
2005,1,3,9,131.3
2005,1,3,10,121.5
2005,1,3,11,111.1
2005,1,3,12,103.2
2005,1,3,13,96.0
2005,1,3,14,92.1
2005,1,3,15,89.3
2005,1,3,16,88.2
2005,1,3,17,92.3
2005,1,3,18,112.1
2005,1,3,19,125.7
2005,1,3,20,126.1
2005,1,3,21,122.9
2005,1,3,22,116.3
2005,1,3,23,105.9
2005,1,4,0,93.9
2005,1,4,1,84.9
2005,1,4,2,81.5
2005,1,4,3,79.9
2005,1,4,4,80.1
2005,1,4,5,83.5
2005,1,4,6,93.3
2005,1,4,7,111.8
2005,1,4,8,114.6
2005,1,4,9,105.7
2005,1,4,10,98.9
2005,1,4,11,94.8
2005,1,4,12,92.4
2005,1,4,13,89.9
2005,1,4,14,89.0
2005,1,4,15,87.0
2005,1,4,16,86.6
2005,1,4,17,90.3
2005,1,4,18,107.9
2005,1,4,19,120.5
2005,1,4,20,119.4
2005,1,4,21,114.5
2005,1,4,22,107.8
2005,1,4,23,96.9
2005,1,5,0,84.1
2005,1,5,1,75.1
2005,1,5,2,71.4
2005,1,5,3,69.8
2005,1,5,4,70.5
2005,1,5,5,74.9
2005,1,5,6,86.1
2005,1,5,7,110.5
2005,1,5,8,112.8
2005,1,5,9,101.1
2005,1,5,10,94.4
2005,1,5,11,90.8
2005,1,5,12,88.6
2005,1,5,13,87.1
2005,1,5,14,85.3
2005,1,5,15,83.8
2005,1,5,16,84.0
2005,1,5,17,89.0
2005,1,5,18,108.1
2005,1,5,19,119.4
2005,1,5,20,118.3
2005,1,5,21,114.2
2005,1,5,22,109.2
2005,1,5,23,97.9
2005,1,6,0,85.7
2005,1,6,1,77.9
2005,1,6,2,74.8
2005,1,6,3,73.7
2005,1,6,4,74.3
2005,1,6,5,78.2
2005,1,6,6,89.0
2005,1,6,7,113.8
2005,1,6,8,112.9
2005,1,6,9,104.5
2005,1,6,10,97.0
2005,1,6,11,92.5
2005,1,6,12,89.9
2005,1,6,13,87.0
2005,1,6,14,85.7
2005,1,6,15,84.1
2005,1,6,16,84.7
2005,1,6,17,90.2
2005,1,6,18,107.2
2005,1,6,19,118.2
2005,1,6,20,117.8
2005,1,6,21,113.9
2005,1,6,22,106.8
2005,1,6,23,94.6
2005,1,7,0,81.8
2005,1,7,1,72.8
2005,1,7,2,68.8
2005,1,7,3,67.1
2005,1,7,4,67.4
2005,1,7,5,70.7
2005,1,7,6,81.4
2005,1,7,7,107.2
2005,1,7,8,112.4
2005,1,7,9,103.3
2005,1,7,10,98.1
2005,1,7,11,94.1
2005,1,7,12,90.6
2005,1,7,13,87.1
2005,1,7,14,85.1
2005,1,7,15,83.5
2005,1,7,16,85.2
2005,1,7,17,94.4
2005,1,7,18,116.9
