Year,Month,Day,Hour,Load
2004,1,1,1,200946.0
2004,1,1,2,195835.0
2004,1,1,3,194093.0
2004,1,1,4,194708.0
2004,1,1,5,202458.0
2004,1,1,6,206923.0
2004,1,1,7,219789.0
2004,1,1,8,230457.0
2004,1,1,9,240851.0
2004,1,1,10,243584.0
2004,1,1,11,228172.0
2004,1,1,12,209953.0
2004,1,1,13,193983.0
2004,1,1,14,180047.0
2004,1,1,15,167116.0
2004,1,1,16,166131.0
2004,1,1,17,177229.0
2004,1,1,18,213706.0
2004,1,1,19,228006.0
2004,1,1,20,229668.0
2004,1,1,21,227123.0
2004,1,1,22,215834.0
2004,1,1,23,204923.0
2004,1,1,24,187881.0
2004,1,2,1,175153.0
2004,1,2,2,168064.0
2004,1,2,3,165056.0
2004,1,2,4,165959.0
2004,1,2,5,173734.0
2004,1,2,6,177626.0
2004,1,2,7,192893.0
2004,1,2,8,206473.0
2004,1,2,9,214844.0
2004,1,2,10,218629.0
2004,1,2,11,216092.0
2004,1,2,12,205836.0
2004,1,2,13,192417.0
2004,1,2,14,180633.0
2004,1,2,15,172442.0
2004,1,2,16,164493.0
2004,1,2,17,170738.0
2004,1,2,18,201914.0
2004,1,2,19,216130.0
2004,1,2,20,215114.0
2004,1,2,21,210390.0
2004,1,2,22,201560.0
2004,1,2,23,195248.0
2004,1,2,24,178282.0
2004,1,3,1,163968.0
2004,1,3,2,156146.0
2004,1,3,3,152697.0
2004,1,3,4,152994.0
2004,1,3,5,156658.0
2004,1,3,6,159867.0
2004,1,3,7,170832.0
2004,1,3,8,181987.0
2004,1,3,9,194677.0
2004,1,3,10,196505.0
2004,1,3,11,184901.0
2004,1,3,12,171691.0
2004,1,3,13,160516.0
2004,1,3,14,151813.0
2004,1,3,15,144408.0
2004,1,3,16,143644.0
2004,1,3,17,150770.0
2004,1,3,18,176069.0
2004,1,3,19,187797.0
2004,1,3,20,183512.0
2004,1,3,21,176836.0
2004,1,3,22,165535.0
2004,1,3,23,156528.0
2004,1,3,24,140221.0
2004,1,4,1,123767.0
