Year,Month,Day,Hour,Load
2004,1,1,1,75243.0
2004,1,1,2,67368.0
2004,1,1,3,64050.0
2004,1,1,4,63861.0
2004,1,1,5,75852.0
2004,1,1,6,79989.0
2004,1,1,7,80073.0
2004,1,1,8,75852.0
2004,1,1,9,69552.0
2004,1,1,10,69888.0
2004,1,1,11,66549.0
2004,1,1,12,65625.0
2004,1,1,13,65604.0
2004,1,1,14,65877.0
2004,1,1,15,65667.0
2004,1,1,16,65625.0
2004,1,1,17,64932.0
2004,1,1,18,66129.0
2004,1,1,19,65121.0
2004,1,1,20,64911.0
2004,1,1,21,64911.0
2004,1,1,22,65352.0
2004,1,1,23,73605.0
2004,1,1,24,76482.0
2004,1,2,1,76545.0
2004,1,2,2,80850.0
2004,1,2,3,80850.0
2004,1,2,4,81165.0
2004,1,2,5,80619.0
2004,1,2,6,79842.0
2004,1,2,7,66864.0
2004,1,2,8,68229.0
2004,1,2,9,66801.0
2004,1,2,10,67095.0
2004,1,2,11,66549.0
2004,1,2,12,65730.0
2004,1,2,13,63777.0
2004,1,2,14,61530.0
2004,1,2,15,61614.0
2004,1,2,16,61782.0
2004,1,2,17,62811.0
2004,1,2,18,63714.0
2004,1,2,19,67515.0
2004,1,2,20,76419.0
2004,1,2,21,79653.0
2004,1,2,22,79296.0
2004,1,2,23,78603.0
2004,1,2,24,67431.0
2004,1,3,1,78519.0
2004,1,3,2,78561.0
2004,1,3,3,78540.0
2004,1,3,4,78099.0
2004,1,3,5,77679.0
2004,1,3,6,77868.0
2004,1,3,7,77952.0
2004,1,3,8,77028.0
2004,1,3,9,67893.0
2004,1,3,10,63357.0
2004,1,3,11,64218.0
2004,1,3,12,64239.0
2004,1,3,13,63840.0
2004,1,3,14,63336.0
2004,1,3,15,62748.0
2004,1,3,16,62496.0
2004,1,3,17,61992.0
2004,1,3,18,61677.0
2004,1,3,19,61656.0
2004,1,3,20,63483.0
2004,1,3,21,64617.0
2004,1,3,22,64953.0
2004,1,3,23,65646.0
2004,1,3,24,65646.0
2004,1,4,1,65541.0
2004,1,4,2,65625.0
2004,1,4,3,65961.0
2004,1,4,4,66339.0
2004,1,4,5,66129.0
2004,1,4,6,66045.0
2004,1,4,7,66108.0
2004,1,4,8,66402.0
2004,1,4,9,66003.0
2004,1,4,10,65751.0
2004,1,4,11,65625.0
2004,1,4,12,64155.0
2004,1,4,13,66465.0
2004,1,4,14,66570.0
2004,1,4,15,66906.0
2004,1,4,16,70287.0
2004,1,4,17,70266.0
2004,1,4,18,70371.0
2004,1,4,19,70077.0
2004,1,4,20,69972.0
2004,1,4,21,79758.0
2004,1,4,22,81585.0
2004,1,4,23,81417.0
2004,1,4,24,81228.0
2004,1,5,1,80661.0
